protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
11	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	0.0	50	161	7	4	1	6	4	131L	8.30754e+07	9.74063e+07	7.94181e+07	7.20147e+07	8.70952e+07	7.89175e+07	5.5004e+07	9.48533e+07	6.56774e+07	5.84836e+07	1.42066	1.66631	1.35737	1.23484	1.4909	1.34939	0.942367	1.62113	1.1219	1.0	0.138487	0.0852351	0.306286	0.337192	1.46541	0.221896	0.868303	0.296826	0.0952511	0.0
12	Q92598	Heat shock protein 105 kDa OS=Homo sapiens GN=HSPH1 PE=1 SV=1	HSPH1	116049.0	0.0	96	890	16	12	3	13	11	131L	3.87558e+08	4.09895e+08	3.24689e+08	3.7212e+08	3.05764e+08	2.91919e+08	2.35467e+08	3.35638e+08	2.92233e+08	2.86491e+08	1.35471	1.42318	1.13281	1.29673	1.06408	1.02068	0.823044	1.16803	1.01982	1.0	0.286629	0.373893	0.246173	0.231974	0.22437	0.174979	0.0795192	0.236966	0.129022	0.0
13	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	0.0	76	340	8	7	1	7	7	131L	6.79953e+07	7.34249e+07	8.04549e+07	7.13032e+07	6.16052e+07	5.4862e+07	5.32396e+07	1.11308e+08	7.52515e+07	7.80036e+07	0.876686	0.94865	1.03338	0.916474	0.789122	0.703367	0.682528	1.42769	0.962225	1.0	0.308464	0.453175	0.233032	0.214037	0.165227	0.100232	0.146397	0.480882	0.0945796	0.0
14	Q9NRH1	Yae1 domain-containing protein 1 OS=Homo sapiens GN=YAE1D1 PE=1 SV=1	YAE1D1	29177.1	0.0	59	59	1	1	0	1	1	131L	6.19139e+07	6.43098e+07	4.55713e+07	4.35189e+07	4.25743e+07	4.28019e+07	2.77002e+07	4.79573e+07	3.40946e+07	3.07873e+07	2.01102	2.08884	1.4802	1.41353	1.38285	1.39024	0.89973	1.5577	1.10742	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	K7EIS0|P23258|Q9NRH3	Tubulin gamma chain (Fragment) OS=Homo sapiens GN=TUBG1 PE=3 SV=1|Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2|Tubulin gamma-2 chain OS=Homo sapiens GN=TUBG2 PE=1 SV=1	TUBG1|TUBG2	31400.8|55146.5|55068.4	0.0	110	279	6	4	1	5	4	131L	8.34654e+07	8.71089e+07	7.92186e+07	7.68622e+07	7.39912e+07	8.50464e+07	5.18707e+07	7.8011e+07	6.95588e+07	6.28201e+07	1.32864	1.38664	1.26104	1.22353	1.17783	1.35397	0.825649	1.24182	1.10705	1.0	5.99738	6.27426	0.300945	0.337101	5.35647	0.302189	0.15816	5.45341	0.143786	0.0
16	Q92526	T-complex protein 1 subunit zeta-2 OS=Homo sapiens GN=CCT6B PE=1 SV=5	CCT6B	68896.3	0.0	130	590	45	2	43	2	2	131L	1.74057e+07	2.02965e+07	1.92019e+07	1.83334e+07	1.71812e+07	1.81267e+07	1.3407e+07	1.6981e+07	1.77146e+07	1.65739e+07	1.05019	1.22461	1.15856	1.10616	1.03664	1.09369	0.808923	1.02456	1.06882	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	Q92522	Histone H1x OS=Homo sapiens GN=H1FX PE=1 SV=1	H1FX	31869.2	0.00477528	32	61	2	2	0	2	2	131L	1.45222e+07	2.80003e+07	4.21256e+07	5.11252e+07	2.33428e+07	2.58718e+07	2.85599e+07	4.24181e+07	3.70483e+07	3.49819e+07	0.415136	0.800424	1.20421	1.46148	0.667282	0.739577	0.816422	1.21257	1.05907	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	Q02878	60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3	RPL6	44681.1	0.0	57	237	6	5	1	5	5	131L	3.32587e+07	6.23508e+07	1.71589e+08	2.60649e+08	5.74659e+07	5.94451e+07	1.61633e+08	2.8976e+08	2.76467e+08	1.5466e+08	0.215043	0.393134	1.1067	1.64604	0.371562	0.384359	1.05622	1.87082	1.80484	1.0	0.160184	0.416035	0.229312	1.86315	0.0703388	0.136671	0.488531	0.386482	0.980094	0.0
19	A0A075B7F8|A8CG34|Q96HA1	Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=4 SV=1|Nuclear envelope pore membrane protein POM 121C OS=Homo sapiens GN=POM121C PE=1 SV=2|Nuclear envelope pore membrane protein POM 121 OS=Homo sapiens GN=POM121 PE=1 SV=2	POM121C|POM121	92877.9|136381.0|138869.0	0.0	92	170	2	2	0	2	2	131L	1.6398e+07	2.4338e+07	1.43402e+07	1.67663e+07	1.87741e+07	1.84248e+07	1.26809e+07	1.46707e+07	1.45974e+07	1.07752e+07	1.52183	2.25871	1.33086	1.55601	1.74235	1.70993	1.17686	1.36153	1.35473	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	H0Y9P3	Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens GN=CEP192 PE=4 SV=1	CEP192	50985.4	0.0	52	52	2	1	1	1	1	131L	1.27843e+07	1.51331e+07	1.08423e+07	1.10904e+07	1.22351e+07	1.18464e+07	7.74015e+06	1.37161e+07	1.09473e+07	9.20234e+06	1.38925	1.64449	1.17821	1.20518	1.32956	1.28732	0.841107	1.4905	1.18962	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	Q9NXR1	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens GN=NDE1 PE=1 SV=2	NDE1	43424.8	0.0	79	524	11	10	2	9	9	131L	2.83913e+08	2.98031e+08	2.29743e+08	2.29714e+08	2.37949e+08	2.55149e+08	1.6558e+08	2.55078e+08	2.25725e+08	1.97343e+08	1.43842	1.50791	1.16116	1.16412	1.20234	1.28986	0.838901	1.29226	1.14238	1.0	0.250077	0.189161	0.184115	0.216577	0.161848	0.308698	0.0432029	0.219034	0.0884653	0.0
22	C9J8K7|E9PHG5|F8WBE2|Q6UW02	Cytochrome P450 20A1 (Fragment) OS=Homo sapiens GN=CYP20A1 PE=4 SV=1|Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=4 SV=1|Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=4 SV=1|Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=2 SV=1	CYP20A1	32498.3|60230.2|25886.7|59157.7	0.000316957	44	44	1	1	0	1	1	131L	1.07057e+07	1.20057e+07	1.50248e+07	1.04719e+07	9.86967e+06	1.0307e+07	7.68067e+06	1.16988e+07	1.04322e+07	1.03081e+07	1.03857	1.16469	1.45758	1.0159	0.957472	0.999898	0.745113	1.13492	1.01204	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
23	Q8WUF8	Protein FAM172A OS=Homo sapiens GN=FAM172A PE=2 SV=1	FAM172A	55732.7	0.00370265	34	34	1	1	0	1	1	131L	5.16166e+06	5.30349e+06	3.39318e+06	3.47158e+06	4.46629e+06	4.08338e+06	2.89669e+06	4.79878e+06	3.89603e+06	4.52651e+06	1.14032	1.17165	0.749624	0.766944	0.986695	0.902103	0.639938	1.06015	0.860714	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24	Q99519	Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1	NEU1	48472.6	0.0	59	82	2	2	0	2	2	131L	2.85891e+07	2.59641e+07	2.33693e+07	2.01833e+07	2.01702e+07	1.94516e+07	1.28623e+07	1.98168e+07	1.84572e+07	1.59462e+07	1.79285	1.62823	1.46551	1.26571	1.26489	1.21983	0.806605	1.24273	1.15746	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	C9JQ41|H7C525|Q4VC31	Coiled-coil domain-containing protein 58 OS=Homo sapiens GN=CCDC58 PE=1 SV=1|Coiled-coil domain-containing protein 58 (Fragment) OS=Homo sapiens GN=CCDC58 PE=1 SV=1|Coiled-coil domain-containing protein 58 OS=Homo sapiens GN=CCDC58 PE=1 SV=1	CCDC58	18437.1|19975.1|19816.7	0.0	94	452	21	7	4	17	6	131L	4.66249e+08	4.88374e+08	3.80418e+08	3.77308e+08	3.55426e+08	3.99273e+08	2.31125e+08	3.96201e+08	2.94958e+08	2.94195e+08	1.58307	1.66076	1.2922	1.2738	1.20986	1.35887	0.784614	1.34973	1.00348	1.0	0.271769	0.363201	0.16599	0.40558	0.139372	0.198098	0.0922962	0.211145	0.0981008	0.0
26	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2	YTHDF2	70487.5	0.0	65	102	3	2	1	2	2	131L	4.07269e+07	4.62414e+07	4.02611e+07	4.48208e+07	3.81599e+07	4.20414e+07	2.79956e+07	5.87612e+07	3.48374e+07	3.98185e+07	1.02281	1.16131	1.01112	1.12563	0.958347	1.05583	0.70308	1.47573	0.874905	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	Q96CN7	Isochorismatase domain-containing protein 1 OS=Homo sapiens GN=ISOC1 PE=1 SV=3	ISOC1	35709.5	0.0	97	694	42	12	15	23	8	131L	4.60859e+08	5.03796e+08	3.7477e+08	3.88706e+08	3.68381e+08	4.19158e+08	2.45937e+08	4.09499e+08	3.26464e+08	3.09668e+08	1.48677	1.62706	1.21561	1.25125	1.18967	1.34837	0.795813	1.32219	1.05745	1.0	0.215412	0.289786	0.216154	0.179516	0.0729051	0.185178	0.0654517	0.151581	0.0946416	0.0
28	B7Z2C8	F-box/WD repeat-containing protein 7 OS=Homo sapiens GN=FBXW7 PE=2 SV=1	FBXW7	67529.7	0.00687758	30	53	6	2	5	1	1	131L	5.01892e+06	3.88664e+06	4.57132e+06	2.93113e+06	3.20294e+06	2.12442e+06	2.03637e+06	2.20282e+06	2.59651e+06	3.20349e+06	1.5667	1.21325	1.42698	0.91498	0.999827	0.663158	0.635672	0.687632	0.810525	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	K7EPB2|P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment) OS=Homo sapiens GN=PRKAR1A PE=1 SV=1|cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1	PRKAR1A	38054.2|48224.6	0.0	62	134	5	4	1	4	4	131L	7.98852e+07	9.4791e+07	7.54393e+07	7.10947e+07	6.64953e+07	6.89513e+07	4.54981e+07	7.9329e+07	5.69078e+07	5.66522e+07	1.4101	1.67321	1.33162	1.25493	1.17375	1.2171	0.803112	1.40028	1.00451	1.0	0.339757	0.602417	0.400348	0.302863	0.162605	0.285413	0.0678884	0.37343	0.129891	0.0
30	H0YBU3|Q9Y3T6	R3H and coiled-coil domain-containing protein 1 (Fragment) OS=Homo sapiens GN=R3HCC1 PE=1 SV=1|R3H and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=R3HCC1 PE=1 SV=2	R3HCC1	19777.5|59584.0	0.0	69	69	1	1	0	1	1	131L	3.74143e+06	4.21806e+06	3.50033e+06	3.61507e+06	3.50749e+06	3.88626e+06	2.34819e+06	4.14256e+06	4.45055e+06	3.1998e+06	1.16927	1.31823	1.09392	1.12978	1.09616	1.21453	0.733856	1.29463	1.39088	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	E9PN70|Q9Y296	Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1	TRAPPC4	31833.5|26959.4	0.0	78	284	7	4	2	5	4	131L	6.4907e+07	6.91047e+07	5.17697e+07	5.22719e+07	5.53406e+07	6.30495e+07	3.8623e+07	5.582e+07	5.52767e+07	4.66403e+07	1.39165	1.48165	1.10998	1.12074	1.18654	1.35146	0.826073	1.19639	1.18031	1.0	0.31073	0.375941	0.353191	0.432288	0.351182	0.388726	0.197681	0.286382	0.383986	0.0
32	K7ES22|Q9NVP2|Q9Y294	Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1|Histone chaperone ASF1B OS=Homo sapiens GN=ASF1B PE=1 SV=1|Histone chaperone ASF1A OS=Homo sapiens GN=ASF1A PE=1 SV=1	ASF1B|ASF1A	16789.4|23677.8|24500.2	0.000615385	41	41	1	1	1	0	0	131L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1	DRG1	49281.0	0.0	103	578	18	8	4	14	7	131L	7.48572e+08	8.51084e+08	6.84687e+08	6.29709e+08	6.09002e+08	6.56912e+08	4.27293e+08	7.38954e+08	5.23024e+08	4.8411e+08	1.53726	1.73598	1.40531	1.29436	1.25333	1.35454	0.88119	1.51685	1.07984	1.0	0.392046	0.631682	0.327344	0.26245	0.174188	0.12947	0.0642986	0.339872	0.0582973	0.0
34	Q5VU59	Uncharacterized protein OS=Homo sapiens GN=TPM3 PE=1 SV=1	TPM3	32427.5	0.0	115	2165	230	6	203	16	5	131L	2.84048e+08	2.71534e+08	2.3599e+08	2.20227e+08	2.28766e+08	2.57234e+08	1.45372e+08	2.65624e+08	1.96165e+08	1.88508e+08	1.50678	1.43691	1.25399	1.17016	1.21129	1.36253	0.770613	1.40922	1.03992	1.0	0.35174	0.328679	0.318945	0.199842	0.200797	0.278133	0.120647	0.227457	0.104785	0.0
35	P02768	Serum albumin OS=Homo sapiens GN=ALB PE=1 SV=2	ALB	85067.0	0.0	74	470	20	11	5	14	9	131L	3.05438e+08	3.47622e+08	1.67211e+08	1.70448e+08	1.13079e+08	1.28248e+08	1.05338e+08	1.65029e+08	1.55595e+08	1.60057e+08	1.93175	2.20103	1.04544	1.06295	0.707056	0.79889	0.657703	1.02865	0.979223	1.0	2.2007	3.15216	0.219176	0.549248	0.115162	0.215103	0.0713223	0.485069	0.522638	0.0
36	B5ME19|Q99613	Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens GN=EIF3CL PE=3 SV=1|Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	EIF3CL|EIF3C	123507.0|123378.0	0.000313087	43	105	5	3	0	4	2	131L	4.14297e+07	5.13605e+07	3.91365e+07	3.95647e+07	3.71159e+07	3.92192e+07	2.89215e+07	4.35735e+07	3.70405e+07	3.26515e+07	1.26884	1.57299	1.19861	1.21173	1.13673	1.20114	0.885761	1.3345	1.13442	1.0	0.19937	0.248479	0.160643	0.106622	0.120919	0.15634	0.131762	0.336471	0.104062	0.0
37	Q01581	Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2	HMGCS1	64473.3	0.0	92	802	24	13	6	17	10	131L	5.04608e+08	5.11391e+08	3.8337e+08	3.62149e+08	3.93797e+08	4.38678e+08	2.70921e+08	4.18992e+08	3.3868e+08	3.18808e+08	1.58394	1.60707	1.2059	1.13662	1.23548	1.37624	0.850545	1.3112	1.06269	1.0	0.296725	0.588759	0.311971	0.220206	0.105022	0.226409	0.069205	0.337501	0.0785687	0.0
38	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2	GSPT2	80466.6	0.0	103	825	45	2	36	4	1	131L	9.18661e+07	1.00691e+08	6.89626e+07	7.3809e+07	6.38699e+07	4.70302e+07	4.04108e+07	6.7002e+07	4.49003e+07	4.44676e+07	2.06591	2.26437	1.55085	1.65984	1.43632	1.05763	0.908768	1.50676	1.00973	1.0	0.604281	0.466938	0.235375	0.264557	0.241349	0.213426	0.110534	0.326505	0.211191	0.0
39	I3L0X5|O75391	Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=1|Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2	SPAG7	24539.2|32090.5	0.0	98	334	12	7	4	8	6	131L	3.76975e+08	3.8852e+08	2.93413e+08	2.6503e+08	3.02808e+08	3.38274e+08	2.14823e+08	3.17388e+08	2.72799e+08	2.37179e+08	1.59025	1.63809	1.23686	1.11179	1.27391	1.42138	0.904701	1.33595	1.14713	1.0	0.327455	0.332308	0.141657	0.207796	0.138746	0.26165	0.131656	0.195183	0.313645	0.0
40	B4DJV2|O75390	Citrate synthase OS=Homo sapiens GN=CS PE=1 SV=1|Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2	CS	56356.9|57865.8	0.0	181	604	26	10	6	18	9	131L	4.66323e+08	4.42143e+08	3.74668e+08	3.50193e+08	3.67332e+08	3.96487e+08	2.44255e+08	4.50815e+08	2.78535e+08	2.81796e+08	1.65023	1.56569	1.32428	1.23577	1.30117	1.39668	0.865391	1.58432	0.98973	1.0	0.369074	0.309632	0.253336	0.293157	0.161067	0.347718	0.0758038	0.560112	0.0692942	0.0
41	O75396	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4	SEC22B	27784.7	0.0	54	54	1	1	0	1	1	131L	5.55694e+07	5.41871e+07	3.90074e+07	4.40874e+07	3.95519e+07	5.00995e+07	3.19981e+07	5.08063e+07	4.39528e+07	4.4675e+07	1.24386	1.21292	0.873136	0.986848	0.885325	1.12142	0.716241	1.13724	0.983834	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1	NTPCR	23449.0	0.0	72	186	6	5	1	5	4	131L	1.52736e+08	1.66693e+08	1.38306e+08	1.21629e+08	1.23551e+08	1.23648e+08	8.87133e+07	1.44833e+08	9.93072e+07	9.47471e+07	1.61204	1.75935	1.45974	1.28372	1.30401	1.30503	0.936317	1.53397	1.05036	1.0	0.247142	0.395114	0.228191	0.184692	0.0865203	0.107002	0.0764803	0.227444	0.134935	0.0
44	Q9H3P7	Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4	ACBD3	67716.0	0.0	89	234	17	5	10	4	4	131L	4.96853e+07	4.61688e+07	4.71191e+07	3.95738e+07	3.95026e+07	3.62702e+07	3.04834e+07	5.71442e+07	3.94694e+07	3.92399e+07	1.26619	1.17658	1.2008	1.00851	1.00669	0.92432	0.776848	1.45628	1.00585	1.0	0.217354	0.410174	0.417124	0.136071	0.189305	0.212017	0.198221	0.496998	0.0856597	0.0
45	P49407	Beta-arrestin-1 OS=Homo sapiens GN=ARRB1 PE=1 SV=2	ARRB1	55456.1	0.0	109	627	18	10	1	16	10	131L	2.9352e+08	3.2888e+08	2.30095e+08	2.11979e+08	2.45385e+08	2.5384e+08	1.76758e+08	2.45938e+08	2.04339e+08	1.85882e+08	1.58086	1.76869	1.24116	1.14102	1.30907	1.3623	0.944223	1.32832	1.09941	1.0	0.360998	0.418815	0.309963	0.324721	0.367947	0.428208	0.189606	0.487197	0.0628161	0.0
46	D6RIF6	SLAIN motif-containing protein 2 OS=Homo sapiens GN=SLAIN2 PE=1 SV=1	SLAIN2	48639.2	0.0	67	256	5	1	4	1	1	131L	2.55312e+06	2.80055e+06	2.40448e+06	2.10553e+06	2.2006e+06	1.98563e+06	1.26821e+06	2.62714e+06	2.09371e+06	1.77266e+06	1.44027	1.57986	1.35643	1.18778	1.24141	1.12014	0.715425	1.48203	1.18111	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	G5EA09	Syndecan binding protein (Syntenin), isoform CRA_a OS=Homo sapiens GN=SDCBP PE=1 SV=1	SDCBP	39551.6	0.0	56	56	1	1	0	1	1	131L	7.82161e+06	6.27924e+06	7.00149e+06	7.19589e+06	5.75644e+06	6.61414e+06	5.57032e+06	8.63496e+06	7.09105e+06	6.56811e+06	1.19085	0.956018	1.06598	1.09558	0.876422	1.00701	0.848085	1.31468	1.07962	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
