protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
11	P05387	60S acidic ribosomal protein P2 OS=Homo sapiens GN=RPLP2 PE=1 SV=1	RPLP2	13949.5	0.0	101	144	3	2	2	1	1	131L	1.47332e+07	3.39916e+07	6.28058e+06	8.40472e+06	1.58104e+07	1.41873e+07	9.38998e+06	1.52325e+07	9.1017e+06	1.94685e+07	0.756768	1.74597	0.322601	0.431707	0.812099	0.728728	0.482315	0.782417	0.467508	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	F8VWS0|P05388	60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1|60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0	34503.6|38777.0	0.0	80	379	16	7	2	14	7	131L	3.61583e+08	7.18511e+08	1.37519e+08	2.12878e+08	3.98753e+08	4.08738e+08	2.43971e+08	3.45716e+08	2.14222e+08	5.67457e+08	0.640266	1.26316	0.244035	0.376272	0.703626	0.719519	0.431263	0.609507	0.379893	1.0	0.137955	0.325978	0.10637	0.0954906	0.0561483	0.0858473	0.0608537	0.0972853	0.0836655	0.0
13	C9JV77|P02765	Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1|Alpha-2-HS-glycoprotein OS=Homo sapiens GN=AHSG PE=1 SV=1	AHSG	43851.6|43764.6	0.00347826	35	35	1	1	0	1	1	131L	1.90024e+07	1.69598e+07	1.33488e+07	1.25962e+07	1.90608e+07	3.19217e+07	2.29409e+07	1.51941e+07	1.45777e+07	1.63308e+07	1.16359	1.03852	0.817397	0.771312	1.16716	1.95469	1.40476	0.930393	0.892648	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	P02766	Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1	TTR	17824.4	0.0176141	26	26	2	1	0	2	1	131L	9.06159e+07	6.57578e+07	6.47785e+07	7.22781e+07	7.06465e+07	5.59083e+07	6.90075e+07	8.30393e+07	7.09417e+07	5.4035e+07	1.67698	1.21695	1.19882	1.33762	1.30742	1.03467	1.27709	1.53677	1.31288	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	P39023	60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2	RPL3	59198.0	0.0	98	646	31	13	8	23	12	131L	5.11173e+08	1.12811e+09	1.23136e+08	2.59033e+08	6.15159e+08	5.89419e+08	3.24403e+08	5.06499e+08	3.08612e+08	9.5335e+08	0.534008	1.18564	0.128554	0.271843	0.642014	0.617708	0.34024	0.52689	0.319127	1.0	0.187182	0.169207	0.0923664	0.104029	0.135674	0.124281	0.0729999	0.136825	0.172072	0.0
16	I3L1H5|Q9BZG8	Diphthamide biosynthesis protein 1 (Fragment) OS=Homo sapiens GN=DPH1 PE=1 SV=1|Diphthamide biosynthesis protein 1 OS=Homo sapiens GN=DPH1 PE=1 SV=2	DPH1	51173.0|52552.8	0.0	63	177	7	4	0	7	4	131L	1.11691e+08	1.15404e+08	1.2691e+08	1.47128e+08	1.07153e+08	1.44902e+08	1.15187e+08	1.1796e+08	1.33066e+08	9.58244e+07	1.1621	1.19956	1.32118	1.53433	1.11631	1.51028	1.20066	1.2321	1.38704	1.0	0.239125	0.337101	0.412282	0.242813	0.180552	0.268094	0.260158	0.245595	0.241515	0.0
17	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	0.0	108	480	10	9	1	8	8	131L	1.71312e+08	1.16824e+08	9.33394e+07	1.12099e+08	1.00672e+08	1.29023e+08	1.2924e+08	1.40122e+08	1.36599e+08	1.22214e+08	1.41107	0.953982	0.765235	0.926435	0.822486	1.06245	1.06751	1.15325	1.12301	1.0	0.405452	0.223811	0.34152	0.321133	0.258646	0.233345	0.40672	0.310863	0.398109	0.0
18	Q9NRH1	Yae1 domain-containing protein 1 OS=Homo sapiens GN=YAE1D1 PE=1 SV=1	YAE1D1	29177.1	0.00093633	42	83	3	2	1	2	2	131L	1.40048e+08	1.49864e+08	1.11166e+08	1.32121e+08	1.2357e+08	1.48615e+08	1.08143e+08	1.27285e+08	1.26785e+08	1.03854e+08	1.3485	1.44302	1.0704	1.27218	1.18984	1.43099	1.04129	1.22561	1.2208	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	Q92526	T-complex protein 1 subunit zeta-2 OS=Homo sapiens GN=CCT6B PE=1 SV=5	CCT6B	68896.3	0.0	98	531	43	1	41	1	1	131L	2.61281e+06	2.71574e+06	1.71849e+06	2.31715e+06	2.56026e+06	2.35807e+06	1.27426e+06	1.71658e+06	2.48405e+06	2.01464e+06	1.29691	1.348	0.853001	1.15015	1.27083	1.17046	0.6325	0.852052	1.233	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	Q92520	Protein FAM3C OS=Homo sapiens GN=FAM3C PE=1 SV=1	FAM3C	29532.9	0.00094162	42	42	1	1	0	1	1	131L	3.80962e+06	3.3103e+06	2.814e+06	2.62313e+06	2.88338e+06	3.26019e+06	2.52244e+06	3.18251e+06	2.04172e+06	2.7519e+06	1.38436	1.20291	1.02257	0.953204	1.04778	1.1847	0.916616	1.15647	0.741929	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	Q92522	Histone H1x OS=Homo sapiens GN=H1FX PE=1 SV=1	H1FX	31869.2	0.0	58	124	6	3	0	6	3	131L	2.37289e+08	3.61416e+08	1.04001e+08	1.7628e+08	2.4531e+08	2.38026e+08	1.64038e+08	2.13307e+08	1.57856e+08	2.45731e+08	0.96176	1.47025	0.42139	0.715828	0.998287	0.968645	0.666517	0.86575	0.638553	1.0	0.216765	0.184252	0.22833	0.224457	0.148535	0.124058	0.140484	0.195295	0.220239	0.0
22	Q9Y5S9	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	RBM8A	22683.7	0.0	161	465	9	5	2	7	5	131L	1.62303e+08	1.65224e+08	1.36656e+08	1.40905e+08	1.38778e+08	1.6225e+08	1.2675e+08	1.37442e+08	1.39371e+08	1.29031e+08	1.25111	1.27482	1.05858	1.09186	1.0697	1.25869	0.985103	1.06117	1.07828	1.0	0.491238	0.464858	0.641754	0.269177	0.401204	0.286473	0.171828	0.465252	0.410941	0.0
23	Q02878	60S ribosomal protein L6 OS=Homo sapiens GN=RPL6 PE=1 SV=3	RPL6	44681.1	0.0	62	318	11	7	4	7	7	131L	1.48159e+08	4.59935e+08	2.97912e+07	8.08153e+07	2.10884e+08	2.10409e+08	9.7583e+07	1.82538e+08	7.93521e+07	4.232e+08	0.352333	1.08845	0.0698448	0.191458	0.500996	0.501668	0.232353	0.435501	0.18766	1.0	0.155354	0.321703	0.0859422	0.0668999	0.290979	0.257668	0.104649	0.248774	0.0839976	0.0
24	H0Y9P3	Centrosomal protein of 192 kDa (Fragment) OS=Homo sapiens GN=CEP192 PE=4 SV=1	CEP192	50985.4	0.000935454	42	42	2	1	1	1	1	131L	1.31338e+07	1.25257e+07	1.20165e+07	1.28132e+07	1.23142e+07	1.42143e+07	9.78033e+06	1.25162e+07	1.44977e+07	1.10631e+07	1.18717	1.13221	1.08617	1.15819	1.11308	1.28484	0.884049	1.13134	1.31046	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	C9JQ41|H7C525|Q4VC31	Coiled-coil domain-containing protein 58 OS=Homo sapiens GN=CCDC58 PE=1 SV=1|Coiled-coil domain-containing protein 58 (Fragment) OS=Homo sapiens GN=CCDC58 PE=1 SV=1|Coiled-coil domain-containing protein 58 OS=Homo sapiens GN=CCDC58 PE=1 SV=1	CCDC58	18437.1|19975.1|19816.7	0.0	106	480	22	8	4	18	7	131L	4.22977e+08	4.46664e+08	3.55206e+08	4.12517e+08	3.69366e+08	4.04013e+08	3.12007e+08	3.92622e+08	3.78849e+08	3.75488e+08	1.13247	1.18843	0.955296	1.09961	0.989395	1.07847	0.837289	1.04894	1.01358	1.0	0.327767	0.151021	0.36796	0.145062	0.284888	0.210706	0.242911	0.335707	0.193211	0.0
26	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens GN=FHL3 PE=1 SV=4	FHL3	35228.8	0.0	58	270	13	6	3	9	4	131L	2.46304e+08	2.47893e+08	1.86026e+08	2.21682e+08	2.32803e+08	2.44205e+08	1.99007e+08	2.35442e+08	2.34504e+08	2.25761e+08	1.096	1.10406	0.831223	0.978453	1.03737	1.08897	0.882883	1.04217	1.03521	1.0	0.400924	0.313426	0.285132	0.338775	0.426864	0.49867	0.397039	0.19599	0.463863	0.0
27	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2	YTHDF2	70487.5	0.000666889	48	73	2	2	0	2	2	131L	3.44248e+07	4.20029e+07	2.36465e+07	3.3182e+07	2.83906e+07	3.89332e+07	3.07272e+07	3.02613e+07	3.44311e+07	3.35535e+07	1.02597	1.25182	0.704742	0.988928	0.846131	1.16033	0.915769	0.901882	1.02616	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	K7EIN0|K7ELM1|K7ENE0|Q96NW4|V9GYL8	Ankyrin repeat domain-containing protein 27 (Fragment) OS=Homo sapiens GN=ANKRD27 PE=4 SV=1|Ankyrin repeat domain-containing protein 27 OS=Homo sapiens GN=ANKRD27 PE=4 SV=1|Ankyrin repeat domain-containing protein 27 OS=Homo sapiens GN=ANKRD27 PE=4 SV=1|Ankyrin repeat domain-containing protein 27 OS=Homo sapiens GN=ANKRD27 PE=1 SV=2|Ankyrin repeat domain-containing protein 27 (Fragment) OS=Homo sapiens GN=ANKRD27 PE=4 SV=1	ANKRD27	9816.2|51246.4|10901.8|133401.0|19348.2	0.023622	24	24	1	1	0	1	1	131L	2.27671e+06	1.62667e+06	1.81622e+06	2.29086e+06	1.58633e+06	2.82288e+06	1.86446e+06	1.28862e+06	4.72137e+06	2.61252e+06	0.871463	0.622645	0.695198	0.876878	0.607205	1.08052	0.713664	0.493248	1.80721	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	Q96CN7	Isochorismatase domain-containing protein 1 OS=Homo sapiens GN=ISOC1 PE=1 SV=3	ISOC1	35709.5	0.0	114	620	29	11	8	19	8	131L	3.43801e+08	3.46688e+08	2.95161e+08	3.1694e+08	2.94709e+08	3.07299e+08	2.33186e+08	2.90046e+08	2.95722e+08	2.59935e+08	1.32315	1.33216	1.12754	1.21894	1.13561	1.18057	0.897218	1.11555	1.13882	1.0	0.269476	0.367687	0.280101	0.255261	0.181436	0.0862411	0.104569	0.278379	0.13569	0.0
30	B7Z2C8	F-box/WD repeat-containing protein 7 OS=Homo sapiens GN=FBXW7 PE=2 SV=1	FBXW7	67529.7	0.00513113	33	56	6	2	5	1	1	131L	4.78584e+06	3.76235e+06	3.58198e+06	3.68221e+06	3.53908e+06	3.91365e+06	3.38785e+06	3.5271e+06	3.94422e+06	3.95918e+06	1.2088	0.950284	0.904727	0.930044	0.893893	0.9885	0.855695	0.890867	0.996222	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1	PRKAR1A	48224.6	0.000656168	46	172	7	5	3	4	4	131L	6.07919e+07	6.31906e+07	5.2757e+07	6.02778e+07	5.22903e+07	5.84914e+07	4.96852e+07	5.48951e+07	5.73539e+07	4.44785e+07	1.36677	1.4207	1.18612	1.35521	1.17563	1.31505	1.11706	1.23419	1.28947	1.0	0.324197	0.0694339	0.172328	0.0887569	0.21542	0.355572	0.255211	0.074173	0.283264	0.0
32	E9PKS9|E9PN70|E9PQE8|Q9Y296	Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1	TRAPPC4	16031.8|31833.5|21647.6|26959.4	0.0	92	221	6	3	1	5	2	131L	1.80544e+08	1.86361e+08	1.50717e+08	1.7355e+08	1.57402e+08	1.70084e+08	1.46441e+08	1.73063e+08	1.75328e+08	1.37087e+08	1.317	1.35943	1.09882	1.26598	1.15014	1.23779	1.06823	1.26601	1.27003	1.0	0.297945	0.501285	0.238957	0.223179	0.196465	0.247343	0.295148	0.314151	0.593291	0.0
33	Q9Y294	Histone chaperone ASF1A OS=Homo sapiens GN=ASF1A PE=1 SV=1	ASF1A	24500.2	0.000645786	45	79	4	2	1	3	2	131L	6.04505e+07	8.35582e+07	4.4608e+07	5.39703e+07	4.46282e+07	5.27006e+07	4.7863e+07	4.71005e+07	5.44992e+07	5.21455e+07	1.15926	1.6024	0.855453	1.03499	0.85584	1.01064	0.917872	0.90325	1.04514	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1	DRG1	49281.0	0.0	102	558	15	9	1	13	7	131L	4.02198e+08	4.70216e+08	3.27284e+08	3.57691e+08	3.94639e+08	4.46921e+08	3.4791e+08	3.95045e+08	3.61474e+08	3.59663e+08	1.11732	1.30871	0.910497	0.995749	1.09603	1.24096	0.965748	1.09815	1.00522	1.0	0.167128	0.164296	0.190047	0.145549	0.121796	0.189674	0.136801	0.190575	0.104875	0.0
35	Q5VU59	Uncharacterized protein OS=Homo sapiens GN=TPM3 PE=1 SV=1	TPM3	32427.5	0.0	128	2217	252	7	215	26	6	131L	4.15868e+08	4.49444e+08	3.5817e+08	4.26792e+08	3.73762e+08	4.22874e+08	3.08841e+08	3.8947e+08	3.67203e+08	3.97065e+08	1.04817	1.13227	0.901106	1.07413	0.941362	1.06375	0.780297	0.982179	0.924159	1.0	0.233457	0.13583	0.180848	0.106469	0.168452	0.128344	0.182266	0.223111	0.231983	0.0
36	O43264	Centromere/kinetochore protein zw10 homolog OS=Homo sapiens GN=ZW10 PE=1 SV=3	ZW10	102920.0	0.000650195	45	71	3	1	2	1	1	131L	7.71091e+06	6.35199e+06	2.68211e+06	3.87993e+06	3.69112e+06	5.51503e+06	3.53949e+06	4.02222e+06	4.64678e+06	5.60311e+06	1.37618	1.13365	0.478682	0.692459	0.658762	0.98428	0.6317	0.717855	0.829321	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	O00505	Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2	KPNA3	64017.1	0.0	93	350	12	1	10	1	1	131L	1.90441e+07	1.72296e+07	1.61131e+07	1.75999e+07	1.48737e+07	1.6543e+07	1.36098e+07	1.42039e+07	1.52046e+07	1.09001e+07	1.74715	1.58068	1.47826	1.61466	1.36455	1.5177	1.2486	1.3031	1.39491	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	B5ME19|Q99613	Eukaryotic translation initiation factor 3 subunit C-like protein OS=Homo sapiens GN=EIF3CL PE=3 SV=1|Eukaryotic translation initiation factor 3 subunit C OS=Homo sapiens GN=EIF3C PE=1 SV=1	EIF3CL|EIF3C	123507.0|123378.0	0.0	53	183	5	5	1	4	4	131L	6.37934e+07	6.32353e+07	5.3488e+07	5.41109e+07	5.74112e+07	6.09386e+07	5.02864e+07	6.07208e+07	6.16166e+07	5.468e+07	1.16667	1.15646	0.978199	0.989592	1.04995	1.11446	0.919649	1.11047	1.12686	1.0	0.180225	0.0594051	0.20688	0.186615	0.196409	0.358138	0.173302	0.196211	0.0804158	0.0
39	Q01581	Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2	HMGCS1	64473.3	0.0	88	839	23	14	3	18	12	131L	4.23874e+08	3.8405e+08	3.39128e+08	3.68533e+08	3.39288e+08	3.79611e+08	3.06947e+08	3.6547e+08	3.59277e+08	3.02305e+08	1.39598	1.27113	1.12054	1.21777	1.1198	1.25477	1.01302	1.21115	1.18707	1.0	0.321169	0.356854	0.317462	0.233583	0.152696	0.217457	0.187264	0.283549	0.204934	0.0
40	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2	GSPT2	80466.6	0.0	97	843	48	2	39	3	1	131L	8.9352e+07	9.70774e+07	8.38968e+07	9.19568e+07	6.2391e+07	6.18249e+07	5.62467e+07	6.6593e+07	6.55009e+07	5.18067e+07	1.72472	1.87384	1.61942	1.775	1.2043	1.19338	1.0857	1.28541	1.26433	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	I3L0X5|O75391	Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=1|Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2	SPAG7	24539.2|32090.5	0.0	103	350	14	7	2	12	7	131L	4.7101e+08	4.46487e+08	3.83428e+08	4.27925e+08	4.04663e+08	4.64595e+08	3.66674e+08	4.17733e+08	4.45342e+08	3.73755e+08	1.27169	1.20065	1.03917	1.14976	1.08945	1.25315	0.990003	1.13108	1.19895	1.0	0.624146	0.374509	0.590587	0.272115	0.531234	0.506951	0.490898	0.645284	0.433159	0.0
42	B4DJV2|O75390	Citrate synthase OS=Homo sapiens GN=CS PE=1 SV=1|Citrate synthase, mitochondrial OS=Homo sapiens GN=CS PE=1 SV=2	CS	56356.9|57865.8	0.0	69	554	33	11	5	24	10	131L	5.65851e+08	5.75334e+08	4.93623e+08	5.97119e+08	4.8675e+08	6.41254e+08	5.25745e+08	5.8376e+08	5.60521e+08	4.68322e+08	1.21133	1.22758	1.05428	1.27477	1.04017	1.37203	1.12483	1.24373	1.1992	1.0	0.213405	0.191302	0.183785	0.15166	0.129765	0.194575	0.205835	0.244646	0.180807	0.0
43	O75396	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4	SEC22B	27784.7	0.000350018	52	52	1	1	0	1	1	131L	3.55942e+07	3.54559e+07	1.88406e+07	2.21287e+07	2.58359e+07	2.94467e+07	1.99999e+07	2.34096e+07	2.33514e+07	2.54174e+07	1.40039	1.39494	0.741248	0.870612	1.01647	1.15853	0.786859	0.921009	0.918716	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	Q5TDF0|Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1|Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1	NTPCR	28320.5|23449.0	0.0	65	214	9	5	3	6	4	131L	1.37e+08	1.41945e+08	1.14287e+08	1.24824e+08	1.2268e+08	1.30109e+08	1.17336e+08	1.41814e+08	1.3e+08	1.04642e+08	1.31178	1.35841	1.09308	1.19525	1.17586	1.24533	1.12309	1.35523	1.2395	1.0	0.17925	0.271508	0.220131	0.128472	0.116797	0.127905	0.112468	0.199623	0.168622	0.0
46	Q9H3P7	Golgi resident protein GCP60 OS=Homo sapiens GN=ACBD3 PE=1 SV=4	ACBD3	67716.0	0.00180397	38	95	10	2	5	2	1	131L	1.39507e+06	1.8108e+06	1.16737e+06	816794.0	1.48408e+06	1.77773e+06	668620.0	977547.0	848234.0	1.12094e+06	1.24455	1.61542	1.04142	0.728666	1.32395	1.58593	0.59648	0.872075	0.756714	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
47	P49407	Beta-arrestin-1 OS=Homo sapiens GN=ARRB1 PE=1 SV=2	ARRB1	55456.1	0.0	109	595	16	11	2	13	11	131L	2.44217e+08	2.20274e+08	2.02529e+08	2.19789e+08	2.15941e+08	2.34989e+08	1.92093e+08	2.15766e+08	2.14938e+08	1.66985e+08	1.46085	1.31828	1.21328	1.31778	1.2914	1.4065	1.14628	1.29192	1.28225	1.0	0.27003	0.136649	0.268884	0.112826	0.206676	0.251237	0.227004	0.226149	0.214713	0.0
48	G5EA09	Syndecan binding protein (Syntenin), isoform CRA_a OS=Homo sapiens GN=SDCBP PE=1 SV=1	SDCBP	39551.6	0.0	66	91	2	1	1	1	1	131L	4.99418e+06	4.9254e+06	3.71485e+06	3.81237e+06	3.62735e+06	4.41761e+06	3.54996e+06	4.16605e+06	4.08885e+06	3.78821e+06	1.31835	1.30019	0.980636	1.00638	0.957538	1.16615	0.937108	1.09974	1.07936	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
