protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
11	Q9P215	Pogo transposable element with KRAB domain OS=Homo sapiens GN=POGK PE=1 SV=2	POGK	77131.7	0.0100986	30	54	2	2	0	2	2	131L	89716.7	909898.0	1.59561e+06	1.69689e+06	2.91029e+06	4.53859e+06	5.60061e+06	1.35256e+07	1.90061e+07	1.91926e+07	0.00467454	0.0474087	0.0831364	0.0884138	0.151636	0.236475	0.291811	0.704729	0.990279	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	Q9H3M7	Thioredoxin-interacting protein OS=Homo sapiens GN=TXNIP PE=1 SV=1	TXNIP	50676.9	0.0	48	108	4	3	2	2	2	131L	590037.0	1.83093e+06	2.16668e+06	3.13075e+06	4.22373e+06	5.76403e+06	8.73524e+06	1.16287e+07	1.55832e+07	1.834e+07	0.0321721	0.0998325	0.118139	0.170706	0.230301	0.314287	0.476294	0.63406	0.849681	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	Q14566	DNA replication licensing factor MCM6 OS=Homo sapiens GN=MCM6 PE=1 SV=1	MCM6	103884.0	0.0	106	907	50	18	14	34	16	131L	3.52474e+06	7.9887e+06	1.44998e+07	2.63278e+07	9.00638e+07	4.53323e+08	6.35779e+08	7.29696e+08	6.2489e+08	5.94582e+08	0.00587659	0.0137995	0.0251285	0.0457194	0.152764	0.766785	1.07026	1.21997	1.05026	1.0	0.00880974	0.0189432	0.0316181	0.0539774	0.0620551	0.295236	0.128796	0.230077	0.0782635	0.0
14	K7EIS0|P23258|Q9NRH3	Tubulin gamma chain (Fragment) OS=Homo sapiens GN=TUBG1 PE=3 SV=1|Tubulin gamma-1 chain OS=Homo sapiens GN=TUBG1 PE=1 SV=2|Tubulin gamma-2 chain OS=Homo sapiens GN=TUBG2 PE=1 SV=1	TUBG1|TUBG2	31400.8|55146.5|55068.4	0.0	72	177	4	3	1	3	2	131L	0.0	65060.8	2.13025e+06	4.2469e+06	6.40603e+06	9.49935e+06	1.06566e+07	1.30521e+07	1.53346e+07	1.6968e+07	0.0	0.00383433	0.125545	0.250289	0.377536	0.55984	0.628045	0.769218	0.903735	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	Q86VY4	Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2	TSPYL5	50843.9	0.0205464	24	24	2	1	1	1	1	131L	0.0	0.0	0.0	0.0	188660.0	959050.0	1.7227e+06	1.6346e+06	1.42405e+06	1.53785e+06	0.0	0.0	0.0	0.0	0.122678	0.62363	1.1202	1.06292	0.926002	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	Q96HA7	Tonsoku-like protein OS=Homo sapiens GN=TONSL PE=1 SV=2	TONSL	160793.0	0.00187316	39	97	3	3	0	3	3	131L	745905.0	2.31093e+06	2.23642e+06	3.04761e+06	4.08435e+06	5.82061e+06	5.6677e+06	9.1075e+06	3.12298e+07	4.64592e+07	0.0160551	0.049741	0.0481374	0.0655976	0.0879128	0.125284	0.121993	0.196032	0.672198	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	H7BZK2|Q9Y5S1	Transient receptor potential cation channel subfamily V member 2 (Fragment) OS=Homo sapiens GN=TRPV2 PE=4 SV=1|Transient receptor potential cation channel subfamily V member 2 OS=Homo sapiens GN=TRPV2 PE=1 SV=1	TRPV2	32416.7|93942.5	0.0	59	85	2	2	0	2	2	131L	0.0	250153.0	1.59174e+06	2.20324e+06	4.3896e+06	1.14161e+07	9.02888e+06	1.69184e+07	1.85931e+07	1.61062e+07	0.0	0.0155314	0.0988276	0.136794	0.272541	0.708801	0.560584	1.05043	1.1544	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
18	B4DMI0|Q8WUF8	Protein FAM172A OS=Homo sapiens GN=FAM172A PE=2 SV=1|Protein FAM172A OS=Homo sapiens GN=FAM172A PE=2 SV=1	FAM172A	37079.9|55732.7	0.0135747	27	27	1	1	0	1	1	131L	0.0	534897.0	929254.0	1.1263e+06	2.73766e+06	5.18238e+06	6.99517e+06	9.80756e+06	9.23483e+06	9.50976e+06	0.0	0.0562472	0.0977158	0.118436	0.287879	0.544953	0.735578	1.03132	0.971089	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	Q8WUF5	RelA-associated inhibitor OS=Homo sapiens GN=PPP1R13L PE=1 SV=4	PPP1R13L	94648.6	0.00616979	34	34	1	1	0	1	1	131L	140895.0	596878.0	712731.0	989209.0	1.51782e+06	3.76391e+06	3.97089e+06	5.15717e+06	7.32967e+06	5.4177e+06	0.0260063	0.110172	0.131556	0.182588	0.280158	0.694743	0.732946	0.951911	1.35291	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	E9PIF4|Q99519	Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1|Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1	NEU1	31157.0|48472.6	0.0	49	75	2	2	0	2	2	131L	668537.0	1.51573e+06	6.35234e+06	8.5877e+06	1.37075e+07	2.06963e+07	2.26724e+07	1.95075e+07	2.15855e+07	2.62925e+07	0.0254269	0.0576486	0.241602	0.326621	0.521348	0.787155	0.862312	0.74194	0.820974	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	C9JQ41|H7C525|Q4VC31	Coiled-coil domain-containing protein 58 OS=Homo sapiens GN=CCDC58 PE=1 SV=1|Coiled-coil domain-containing protein 58 (Fragment) OS=Homo sapiens GN=CCDC58 PE=1 SV=1|Coiled-coil domain-containing protein 58 OS=Homo sapiens GN=CCDC58 PE=1 SV=1	CCDC58	18437.1|19975.1|19816.7	0.000282167	42	82	4	2	0	4	2	131L	1.31996e+07	3.43264e+07	4.44862e+07	4.61769e+07	5.1841e+07	4.30538e+07	3.91121e+07	3.13367e+07	3.79905e+07	3.14379e+07	0.419862	1.09188	1.41505	1.46883	1.649	1.36949	1.24411	0.996783	1.20843	1.0	0.287462	0.579891	0.96141	0.975994	0.759817	0.492882	0.248762	0.24369	0.781772	0.0
22	E9PGQ4|H0Y7W6|Q96RU3	Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=1|Formin-binding protein 1 (Fragment) OS=Homo sapiens GN=FNBP1 PE=1 SV=2|Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2	FNBP1	84256.5|78595.5|85468.3	0.0	55	118	4	3	0	4	3	131L	419692.0	577961.0	3.31964e+06	2.36382e+06	3.98735e+06	6.17664e+06	2.02903e+07	3.6152e+07	4.27554e+07	4.74133e+07	0.00885177	0.0121898	0.0700149	0.0498556	0.0840977	0.130272	0.427946	0.762486	0.901759	1.0	0.0190698	0.0283916	0.0547775	0.0315573	0.0913339	0.0749614	0.067716	0.151824	0.193213	0.0
23	B4E3L3|G3V1N5|Q96RU2	Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=USP28 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1	USP28	118750.0|97335.1|137304.0	0.0	52	109	4	3	0	4	3	131L	190795.0	1.25658e+06	2.06047e+06	2.54623e+06	4.17818e+06	5.49067e+06	8.49896e+06	2.6576e+07	4.46973e+07	3.9869e+07	0.00478556	0.0315176	0.051681	0.063865	0.104798	0.137718	0.213172	0.666584	1.1211	1.0	0.0193767	0.0513135	0.0484313	0.0117576	0.149002	0.107177	0.10108	0.161681	0.403532	0.0
24	H3BM14|H3BM74|Q9Y5A7	NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1|NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1|NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=2	NUB1	84190.3|85838.2|82693.5	0.0	43	108	3	3	0	3	3	131L	0.0	0.0	138764.0	13969.4	916484.0	1.907e+06	6.93093e+06	1.46924e+07	2.26262e+07	2.92714e+07	0.0	0.0	0.00474062	0.000477239	0.0313099	0.0651491	0.236782	0.501938	0.772981	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25	Q13643	Four and a half LIM domains protein 3 OS=Homo sapiens GN=FHL3 PE=1 SV=4	FHL3	35228.8	0.0	61	255	15	6	3	12	6	131L	2.07137e+07	3.01331e+07	4.18804e+07	5.70843e+07	5.9888e+07	6.20251e+07	6.76862e+07	7.06892e+07	7.03493e+07	6.89398e+07	0.296046	0.431576	0.604222	0.822546	0.86662	0.895347	0.979566	1.02008	1.01571	1.0	0.405062	0.584136	0.776408	0.316354	0.214497	0.244506	0.240301	0.331526	0.242727	0.0
26	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2	YTHDF2	70487.5	0.0	69	187	11	2	6	5	2	131L	853003.0	1.60194e+06	1.90397e+06	4.92862e+06	1.30005e+07	2.91754e+07	4.58829e+07	6.53715e+07	7.00542e+07	7.07453e+07	0.0114045	0.0226437	0.026913	0.0696671	0.183268	0.4124	0.645635	0.92404	0.990231	1.0	0.0334307	0.0553628	0.0321075	0.0782783	0.16252	0.157715	0.109509	0.176382	0.112733	0.0
27	C9JTN7|H7BY49	Nucleolysin TIA-1 isoform p40 OS=Homo sapiens GN=TIA1 PE=1 SV=1|Nucleolysin TIA-1 isoform p40 (Fragment) OS=Homo sapiens GN=TIA1 PE=1 SV=1	TIA1	35785.2|20044.6	0.0	53	92	3	1	1	2	1	131L	0.0	133173.0	268328.0	869243.0	1.43406e+06	2.21547e+06	3.03192e+06	3.14987e+06	3.67089e+06	3.41676e+06	0.0	0.0389764	0.0785331	0.254406	0.419713	0.648413	0.887369	0.921888	1.07438	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
28	K7EPB2|P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit (Fragment) OS=Homo sapiens GN=PRKAR1A PE=1 SV=1|cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1	PRKAR1A	38054.2|48224.6	0.0	52	136	6	4	2	4	3	131L	1.32275e+06	3.57008e+06	5.93916e+06	6.44378e+06	1.18474e+07	1.88374e+07	2.43113e+07	3.56195e+07	3.47354e+07	3.62644e+07	0.0364752	0.0984457	0.163774	0.177689	0.326695	0.519445	0.67039	0.982217	0.957838	1.0	0.0473469	0.0335532	0.0458038	0.107541	0.114371	0.128085	0.165378	0.203119	0.16032	0.0
29	F8WE24|P48553	Trafficking protein particle complex subunit 10 OS=Homo sapiens GN=TRAPPC10 PE=4 SV=1|Trafficking protein particle complex subunit 10 OS=Homo sapiens GN=TRAPPC10 PE=1 SV=2	TRAPPC10	35762.8|158934.0	0.0131489	27	27	1	1	0	1	1	131L	6936.18	95674.8	0.0	153577.0	1.40299e+06	5.47322e+06	7.00799e+06	8.79667e+06	8.74021e+06	7.92382e+06	0.000875358	0.0120743	0.0	0.0193817	0.177059	0.69073	0.884421	1.11016	1.10303	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
30	Q14CS0	UBX domain-containing protein 2B OS=Homo sapiens GN=UBXN2B PE=1 SV=1	UBXN2B	41522.2	0.0174393	25	25	1	1	0	1	1	131L	332937.0	578456.0	593725.0	1.26228e+06	1.30685e+06	2.69523e+06	3.15437e+06	8.17688e+06	1.14863e+07	1.58542e+07	0.0209999	0.036486	0.037449	0.079618	0.0824293	0.170001	0.198961	0.515754	0.724495	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	J3KP27|Q9Y296	Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1	TRAPPC4	21930.5|26959.4	0.0	101	259	7	5	1	6	5	131L	1.12287e+06	6.19227e+06	1.24485e+07	2.6088e+07	3.74109e+07	3.91457e+07	4.95707e+07	5.78195e+07	5.58114e+07	6.94108e+07	0.0156305	0.0854767	0.177609	0.371276	0.534576	0.561811	0.7137	0.830809	0.804073	1.0	0.0639502	0.320452	0.22996	0.309678	0.211721	0.264815	0.131008	0.165736	0.0606805	0.0
32	Q9Y295	Developmentally-regulated GTP-binding protein 1 OS=Homo sapiens GN=DRG1 PE=1 SV=1	DRG1	49281.0	0.0	75	584	30	11	5	24	9	131L	2.16597e+06	4.63839e+06	1.81758e+07	6.94737e+07	1.5017e+08	2.2388e+08	2.80997e+08	2.80508e+08	2.86702e+08	3.00638e+08	0.00644591	0.014898	0.0595931	0.226866	0.49885	0.744482	0.933729	0.932558	0.952687	1.0	0.020817	0.0241642	0.0900287	0.38335	0.0497651	0.0529101	0.0751855	0.0686585	0.0833734	0.0
33	Q5T7V8	RAB6-interacting golgin OS=Homo sapiens GN=GORAB PE=1 SV=1	GORAB	53099.0	0.0	60	136	3	3	0	3	3	131L	57727.5	1507.68	759295.0	718583.0	1.12703e+06	6.05059e+06	1.57879e+07	2.0747e+07	2.07262e+07	2.16665e+07	0.00266436	6.95855e-05	0.0350446	0.0331656	0.0520172	0.27926	0.728677	0.957562	0.956599	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
34	O75420	PERQ amino acid-rich with GYF domain-containing protein 1 OS=Homo sapiens GN=GIGYF1 PE=1 SV=2	GIGYF1	126732.0	0.00357508	36	36	1	1	0	1	1	131L	0.0	521062.0	427140.0	205056.0	781421.0	1.8223e+06	6.65152e+06	9.62352e+06	1.27272e+07	1.31963e+07	0.0	0.0394853	0.0323681	0.0155388	0.059215	0.138091	0.504043	0.729257	0.964449	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	Q5VU59	Uncharacterized protein OS=Homo sapiens GN=TPM3 PE=1 SV=1	TPM3	32427.5	0.0	103	971	56	2	52	2	2	131L	2.59902e+06	3.86873e+06	4.01798e+06	4.19043e+06	5.61868e+06	6.75482e+06	8.59278e+06	9.42507e+06	1.00809e+07	9.03508e+06	0.287659	0.42819	0.444709	0.463796	0.621874	0.747622	0.951047	1.04316	1.11575	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	O75427	Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens GN=LRCH4 PE=1 SV=2	LRCH4	77985.1	0.0	48	48	1	1	0	1	1	131L	0.0	0.0	213351.0	220934.0	23971.1	724307.0	288680.0	986304.0	922216.0	1.46665e+06	0.0	0.0	0.145468	0.150639	0.0163441	0.493851	0.19683	0.672487	0.628791	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	O00505	Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2	KPNA3	64017.1	0.0	46	115	8	1	5	3	1	131L	144274.0	191464.0	1.14667e+06	863591.0	7.88628e+06	1.13493e+07	1.80524e+07	1.93468e+07	1.87361e+07	2.03521e+07	0.00708889	0.00940758	0.0563418	0.0424326	0.387492	0.557646	0.887005	0.950603	0.920597	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	Q01581	Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2	HMGCS1	64473.3	0.0	78	287	13	5	2	11	5	131L	2.66983e+06	3.89577e+06	1.44653e+07	3.96946e+07	8.63937e+07	1.07941e+08	1.07502e+08	8.21018e+07	9.15626e+07	1.03774e+08	0.0248022	0.037624	0.139321	0.382385	0.832598	1.03687	1.0364	0.796747	0.885936	1.0	0.0493814	0.0720901	0.0804413	0.087511	0.207928	0.278802	0.165017	0.295696	0.239571	0.0
39	Q8IYD1	Eukaryotic peptide chain release factor GTP-binding subunit ERF3B OS=Homo sapiens GN=GSPT2 PE=1 SV=2	GSPT2	80466.6	0.0	71	634	42	2	39	2	1	131L	255876.0	223770.0	239346.0	1.08225e+06	4.81028e+06	9.11688e+06	9.20865e+06	9.05767e+06	8.64407e+06	1.00986e+07	0.0253379	0.0221586	0.023701	0.107169	0.476333	0.90279	0.911877	0.896926	0.85597	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40	I3L0Q5|I3L0X5|I3L4C3|O75391	Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=1|Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=1|Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=1|Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2	SPAG7	13416.8|24539.2|27523.0|32090.5	0.0	70	70	2	1	1	1	1	131L	1.49453e+06	2.21646e+06	2.67436e+06	3.76926e+06	6.9506e+06	7.88015e+06	8.96323e+06	7.79888e+06	9.88795e+06	9.95793e+06	0.150085	0.222582	0.268566	0.378519	0.697996	0.791344	0.90011	0.783182	0.992972	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
41	O75396	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4	SEC22B	27784.7	0.0	63	107	2	2	0	2	2	131L	206404.0	963159.0	2.74556e+06	3.43837e+06	6.23938e+06	7.57508e+06	9.28275e+06	1.01135e+07	9.81382e+06	1.03253e+07	0.0199901	0.0932812	0.265905	0.333003	0.604279	0.73364	0.899027	0.979482	0.95046	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
42	Q8IVD9	NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3	NUDCD3	46353.6	0.0	47	47	1	1	0	1	1	131L	0.0	271123.0	0.0	0.0	633029.0	1.42482e+06	7.52359e+06	1.31484e+07	1.37554e+07	1.08878e+07	0.0	0.0249016	0.0	0.0	0.0581411	0.130864	0.691011	1.20762	1.26337	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	H3BN24|H3BSL4|H3BUJ7|Q66K89	Transcription factor E4F1 (Fragment) OS=Homo sapiens GN=E4F1 PE=4 SV=1|Transcription factor E4F1 OS=Homo sapiens GN=E4F1 PE=1 SV=1|Transcription factor E4F1 OS=Homo sapiens GN=E4F1 PE=1 SV=1|Transcription factor E4F1 OS=Homo sapiens GN=E4F1 PE=1 SV=2	E4F1	34011.1|70793.6|80184.2|93520.6	0.0	45	74	2	2	0	2	2	131L	0.0	871810.0	2.33352e+06	1.27961e+06	4.52436e+06	4.60123e+06	7.97827e+06	9.93811e+06	1.58024e+07	1.73409e+07	0.0	0.0502747	0.134567	0.073791	0.260906	0.265339	0.460083	0.573101	0.911279	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44	Q5TDF0|Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1|Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1	NTPCR	28320.5|23449.0	0.0	46	86	3	2	0	3	2	131L	614177.0	2.78674e+06	6.00562e+06	7.96667e+06	1.73681e+07	3.02227e+07	3.01994e+07	2.44231e+07	3.01596e+07	4.05956e+07	0.0151291	0.0686465	0.147938	0.196245	0.427832	0.744482	0.743907	0.60162	0.742927	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
45	P62633	Cellular nucleic acid-binding protein OS=Homo sapiens GN=CNBP PE=1 SV=1	CNBP	23224.8	0.0	72	375	20	8	6	14	8	131L	1.42897e+07	2.1154e+07	2.44984e+07	2.62626e+07	3.88462e+07	5.268e+07	6.98671e+07	8.96028e+07	9.1803e+07	9.14333e+07	0.155555	0.231881	0.270812	0.290557	0.427231	0.577518	0.764718	0.980565	1.00181	1.0	0.131007	0.162257	0.146235	0.115571	0.169417	0.234377	0.186054	0.257228	0.164933	0.0
