protein_group_no	protein_id	description	gene_name	mw	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
11	Q9NRH1	Yae1 domain-containing protein 1 OS=Homo sapiens GN=YAE1D1 PE=1 SV=1	YAE1D1	29177.1	0.0	84	130	2	2	0	2	2	131L	1.37348e+06	1.60148e+06	9.87086e+06	1.61445e+07	2.50529e+07	4.1256e+07	4.54907e+07	5.05194e+07	5.25263e+07	4.56889e+07	0.0300616	0.0350519	0.216045	0.353357	0.548338	0.902977	0.995663	1.10573	1.14965	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	Q86VY4	Testis-specific Y-encoded-like protein 5 OS=Homo sapiens GN=TSPYL5 PE=1 SV=2	TSPYL5	50843.9	0.00190931	41	64	2	1	1	1	1	131L	107087.0	0.0	131787.0	50861.2	1.08193e+06	3.5456e+06	5.65225e+06	6.67396e+06	7.16189e+06	6.59609e+06	0.0162349	0.0	0.0199795	0.00771081	0.164026	0.53753	0.856909	1.01181	1.08578	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	Q92522	Histone H1x OS=Homo sapiens GN=H1FX PE=1 SV=1	H1FX	31869.2	0.00690995	32	32	1	1	0	1	1	131L	811827.0	1.26467e+06	1.39598e+06	2.46436e+06	2.47788e+06	2.02358e+06	2.39799e+06	7.40891e+06	7.30304e+06	5.30715e+06	0.152968	0.238295	0.263037	0.464346	0.466894	0.381293	0.45184	1.39602	1.37607	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	Q9Y5S9	RNA-binding protein 8A OS=Homo sapiens GN=RBM8A PE=1 SV=1	RBM8A	22683.7	0.0210652	24	24	1	1	0	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
15	Q96HA7	Tonsoku-like protein OS=Homo sapiens GN=TONSL PE=1 SV=2	TONSL	160793.0	0.0	63	162	6	4	2	4	4	131L	3.20758e+06	3.19072e+06	3.92838e+06	2.70997e+06	8.99339e+06	1.39178e+07	1.21835e+07	1.90339e+07	7.00914e+07	9.23997e+07	0.0347142	0.0345317	0.042515	0.0293288	0.0973314	0.150626	0.131856	0.205995	0.758568	1.0	0.221117	0.230557	0.204704	0.0834952	0.329634	0.116214	0.169315	0.319439	0.121447	0.0
16	Q9Y3X0	Coiled-coil domain-containing protein 9 OS=Homo sapiens GN=CCDC9 PE=1 SV=1	CCDC9	65739.3	0.0	84	117	2	2	1	1	1	131L	7.52772e+06	4.04537e+06	2.76266e+06	2.8165e+06	3.3742e+06	5.05497e+06	6.79953e+06	6.72244e+06	6.26556e+06	5.988e+06	1.25713	0.67558	0.461366	0.470357	0.563494	0.844182	1.13553	1.12265	1.04635	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
17	Q9NXR1	Nuclear distribution protein nudE homolog 1 OS=Homo sapiens GN=NDE1 PE=1 SV=2	NDE1	43424.8	0.00146556	43	158	8	5	1	7	4	131L	5.55009e+07	3.43541e+07	4.87413e+07	7.75673e+07	9.89961e+07	1.29876e+08	1.483e+08	1.91409e+08	1.89288e+08	1.70601e+08	0.326029	0.201253	0.28493	0.44732	0.576032	0.759048	0.869099	1.12108	1.11051	1.0	0.0394707	0.0470186	0.126379	0.336651	0.206789	0.281718	0.122806	0.0861458	0.0750232	0.0
18	B4DMI0|Q8WUF8	Protein FAM172A OS=Homo sapiens GN=FAM172A PE=2 SV=1|Protein FAM172A OS=Homo sapiens GN=FAM172A PE=2 SV=1	FAM172A	37079.9|55732.7	0.000579374	53	53	1	1	0	1	1	131L	1.13551e+06	1.47279e+06	4.59768e+06	5.82714e+06	1.0244e+07	1.5154e+07	1.55606e+07	2.0283e+07	2.03893e+07	1.89751e+07	0.0598422	0.0776171	0.242301	0.307094	0.539865	0.798625	0.820055	1.06893	1.07453	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19	Q99519	Sialidase-1 OS=Homo sapiens GN=NEU1 PE=1 SV=1	NEU1	48472.6	0.0	107	303	7	5	0	7	5	131L	1.11817e+07	1.49282e+07	3.06687e+07	6.04777e+07	8.86425e+07	1.2155e+08	1.57124e+08	1.99504e+08	2.05974e+08	1.849e+08	0.0596948	0.0803463	0.16597	0.327194	0.479407	0.658929	0.849252	1.08034	1.11499	1.0	0.118595	0.147668	0.0693974	0.103452	0.0810159	0.100479	0.101217	0.1882	0.216641	0.0
20	E9PGQ4|H0Y7W6|Q96RU3	Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=1|Formin-binding protein 1 (Fragment) OS=Homo sapiens GN=FNBP1 PE=1 SV=2|Formin-binding protein 1 OS=Homo sapiens GN=FNBP1 PE=1 SV=2	FNBP1	84256.5|78595.5|85468.3	0.0	67	131	6	3	3	3	2	131L	1.95093e+06	2.51148e+06	4.70696e+06	5.41795e+06	7.85906e+06	1.46611e+07	6.08359e+07	1.07803e+08	1.17049e+08	1.09011e+08	0.0178967	0.0230388	0.0431789	0.0497011	0.0720944	0.134493	0.558073	0.988922	1.07374	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21	B4E3L3|G3V1N5|H0YG96|Q6NZX9|Q96RU2	Ubiquitin carboxyl-terminal hydrolase OS=Homo sapiens GN=USP28 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase 28 (Fragment) OS=Homo sapiens GN=USP28 PE=1 SV=1|USP28 protein OS=Homo sapiens GN=USP28 PE=1 SV=1|Ubiquitin carboxyl-terminal hydrolase 28 OS=Homo sapiens GN=USP28 PE=1 SV=1	USP28	118750.0|97335.1|46891.0|74676.5|137304.0	0.000532481	49	49	1	1	0	1	1	131L	386719.0	201898.0	775360.0	2.30501e+06	3.77526e+06	3.57712e+06	6.40138e+06	1.63681e+07	2.0762e+07	2.14746e+07	0.0180082	0.00940174	0.036106	0.107337	0.175801	0.166575	0.298091	0.76221	0.966819	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
22	H3BM14|H3BM74|Q9Y5A7	NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1|NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=1|NEDD8 ultimate buster 1 OS=Homo sapiens GN=NUB1 PE=1 SV=2	NUB1	84190.3|85838.2|82693.5	0.0	63	211	7	5	0	7	5	131L	2.39053e+06	4.07181e+06	6.33482e+06	7.11072e+06	9.79312e+06	1.1766e+07	5.00294e+07	1.6139e+08	1.97175e+08	2.02595e+08	0.0113628	0.0198459	0.031289	0.0352102	0.051393	0.0606917	0.251558	0.799513	0.974944	1.0	0.0301317	0.0840434	0.103571	0.120114	0.134956	0.172946	0.200798	0.181159	0.170173	0.0
23	Q9Y5A9	YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2	YTHDF2	70487.5	0.0	69	238	10	3	2	8	3	131L	1.46847e+07	2.16971e+07	2.2244e+07	2.75822e+07	7.26003e+07	1.79611e+08	2.88894e+08	4.35666e+08	4.41504e+08	4.23858e+08	0.0348807	0.0514103	0.0523377	0.0647654	0.169384	0.42279	0.682509	1.02844	1.0416	1.0	0.0591609	0.0723359	0.083807	0.0757908	0.122008	0.0825039	0.0628848	0.0527862	0.0767783	0.0
24	Q96CN9	GRIP and coiled-coil domain-containing protein 1 OS=Homo sapiens GN=GCC1 PE=1 SV=1	GCC1	101964.0	0.0	65	260	6	6	2	4	4	131L	4.47075e+06	5.00906e+06	6.79584e+06	7.66177e+06	1.42969e+07	1.98401e+07	2.87689e+07	9.61136e+07	1.46804e+08	1.73631e+08	0.0257485	0.0288488	0.0391395	0.0441267	0.0823405	0.114266	0.165689	0.55355	0.845494	1.0	0.0507422	0.0632141	0.0891622	0.112494	0.159022	0.269421	0.283677	0.23045	0.0697359	0.0
25	Q96CN7	Isochorismatase domain-containing protein 1 OS=Homo sapiens GN=ISOC1 PE=1 SV=3	ISOC1	35709.5	0.0	101	533	25	9	0	23	8	131L	1.1706e+07	2.00771e+07	1.6863e+08	4.19556e+08	4.70454e+08	5.08476e+08	5.43562e+08	6.00188e+08	5.52197e+08	4.80807e+08	0.0243219	0.0417427	0.35031	0.869456	0.971066	1.05373	1.13005	1.24635	1.14649	1.0	0.0348717	0.0553317	0.107707	0.267176	0.305353	0.249509	0.178902	0.209418	0.173029	0.0
26	Q96CN4	EVI5-like protein OS=Homo sapiens GN=EVI5L PE=1 SV=1	EVI5L	101456.0	0.0168186	26	77	3	3	1	2	2	131L	4.25503e+06	1.90812e+07	5.38746e+07	2.03849e+07	2.78607e+07	4.73492e+07	3.89211e+07	3.12337e+07	3.11437e+07	3.80433e+07	0.111847	0.501564	1.41614	0.535834	0.732342	1.24461	1.02307	0.821003	0.818637	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27	P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens GN=PRKAR1A PE=1 SV=1	PRKAR1A	48224.6	0.0	72	183	8	4	3	5	4	131L	4.97139e+06	7.72877e+06	1.23325e+07	1.74743e+07	4.29332e+07	6.40249e+07	1.26848e+08	1.71757e+08	1.5706e+08	1.37108e+08	0.0346962	0.0569151	0.0899471	0.126704	0.313134	0.467653	0.924079	1.25271	1.14398	1.0	0.0698726	0.0492776	0.0967136	0.117606	0.0627359	0.143007	0.138309	0.108862	0.153618	0.0
28	P48553	Trafficking protein particle complex subunit 10 OS=Homo sapiens GN=TRAPPC10 PE=1 SV=2	TRAPPC10	158934.0	0.0	83	115	2	2	0	2	2	131L	287977.0	577665.0	1.94551e+06	1.93006e+06	1.10041e+07	2.50636e+07	3.25802e+07	3.99986e+07	4.05098e+07	3.80241e+07	0.00757354	0.0151921	0.0511652	0.050759	0.289397	0.65915	0.856831	1.05193	1.06537	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29	E9PKS9|E9PQE8|J3KP27|Q9Y296	Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1|Trafficking protein particle complex subunit 4 OS=Homo sapiens GN=TRAPPC4 PE=1 SV=1	TRAPPC4	16031.8|21647.6|21930.5|26959.4	0.0	93	216	8	4	1	7	4	131L	7.2717e+06	1.11324e+07	2.27217e+07	6.74873e+07	9.34323e+07	1.06294e+08	1.50592e+08	1.96335e+08	1.96569e+08	1.96145e+08	0.0370361	0.0580084	0.115831	0.342493	0.476367	0.542972	0.765221	1.00097	1.004	1.0	0.0291261	0.0606025	0.0302408	0.133189	0.0744711	0.055635	0.147957	0.0892535	0.117496	0.0
30	Q68DS0|Q9UKB1|Q9Y297	F-box/WD repeat-containing protein 1A OS=Homo sapiens GN=DKFZp781N011 PE=2 SV=1|F-box/WD repeat-containing protein 11 OS=Homo sapiens GN=FBXW11 PE=1 SV=1|F-box/WD repeat-containing protein 1A OS=Homo sapiens GN=BTRC PE=1 SV=1	DKFZp781N011|FBXW11|BTRC	71945.2|68748.5|77581.2	0.0	70	70	1	1	0	1	1	131L	1.04126e+06	1.05524e+06	1.76147e+06	1.68295e+06	6.0082e+06	1.17481e+07	1.76219e+07	2.02366e+07	2.38034e+07	2.53579e+07	0.0410624	0.0416139	0.0694643	0.0663679	0.236936	0.463292	0.694928	0.798038	0.938697	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31	Q9Y294	Histone chaperone ASF1A OS=Homo sapiens GN=ASF1A PE=1 SV=1	ASF1A	24500.2	0.00296871	37	37	3	1	0	3	1	131L	4.83752e+06	6.09434e+06	6.18327e+06	1.18744e+07	8.35789e+07	1.80226e+08	2.36352e+08	2.48018e+08	2.40839e+08	2.1508e+08	0.0224917	0.0283352	0.0287488	0.0552093	0.388595	0.83795	1.09891	1.15314	1.11977	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
32	P51398|V9GY11|V9GYJ3|V9GYJ9|V9GYL9|V9GZ03	28S ribosomal protein S29, mitochondrial OS=Homo sapiens GN=DAP3 PE=1 SV=1|28S ribosomal protein S29, mitochondrial (Fragment) OS=Homo sapiens GN=DAP3 PE=1 SV=1|28S ribosomal protein S29, mitochondrial (Fragment) OS=Homo sapiens GN=DAP3 PE=1 SV=2|28S ribosomal protein S29, mitochondrial (Fragment) OS=Homo sapiens GN=DAP3 PE=1 SV=2|28S ribosomal protein S29, mitochondrial (Fragment) OS=Homo sapiens GN=DAP3 PE=1 SV=1|28S ribosomal protein S29, mitochondrial (Fragment) OS=Homo sapiens GN=DAP3 PE=1 SV=1	DAP3	52754.7|23213.4|16541.9|34793.0|39778.8|32209.7	0.00793481	32	32	1	1	0	1	1	131L	248670.0	338839.0	418179.0	540628.0	847653.0	9.68824e+06	2.22475e+07	3.08729e+07	3.25843e+07	2.82395e+07	0.00880575	0.0119988	0.0148083	0.0191444	0.0300166	0.343075	0.787815	1.09325	1.15386	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33	Q5T7V8	RAB6-interacting golgin OS=Homo sapiens GN=GORAB PE=1 SV=1	GORAB	53099.0	0.00102145	46	46	1	1	0	1	1	131L	1.15296e+06	1.29838e+06	2.8652e+06	2.31947e+06	4.31795e+06	1.01654e+07	2.49102e+07	3.99136e+07	4.53368e+07	4.00997e+07	0.0287522	0.0323788	0.0714519	0.0578426	0.10768	0.253503	0.621206	0.995359	1.1306	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35	O75420	PERQ amino acid-rich with GYF domain-containing protein 1 OS=Homo sapiens GN=GIGYF1 PE=1 SV=2	GIGYF1	126732.0	0.00292991	36	64	4	2	2	2	2	131L	430053.0	509209.0	0.0	471833.0	436565.0	1.3266e+06	7.22981e+06	2.26562e+07	3.16702e+07	3.51924e+07	0.01222	0.0144693	0.0	0.0134072	0.0124051	0.0376957	0.205437	0.643781	0.899916	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
36	Q5VU59	Uncharacterized protein OS=Homo sapiens GN=TPM3 PE=1 SV=1	TPM3	32427.5	0.0	107	1321	89	3	80	2	1	131L	2.23832e+07	3.03498e+07	2.24127e+07	3.57921e+07	3.62986e+07	3.41438e+07	3.60956e+07	4.22017e+07	4.7427e+07	3.19644e+07	0.700256	0.949487	0.701179	1.11975	1.1356	1.06818	1.12925	1.32027	1.48374	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
37	O75427	Leucine-rich repeat and calponin homology domain-containing protein 4 OS=Homo sapiens GN=LRCH4 PE=1 SV=2	LRCH4	77985.1	0.000552334	51	51	1	1	0	1	1	131L	194482.0	359195.0	803198.0	1.17061e+06	386977.0	935984.0	1.46061e+06	1.44379e+06	2.16358e+06	2.40448e+06	0.0808834	0.149386	0.334043	0.486847	0.16094	0.389267	0.607454	0.60046	0.899814	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38	O00505	Importin subunit alpha-4 OS=Homo sapiens GN=KPNA3 PE=1 SV=2	KPNA3	64017.1	0.000595415	55	169	11	1	9	2	1	131L	347591.0	303320.0	1.31135e+06	1.4764e+06	6.14531e+06	9.07598e+06	1.16544e+07	1.80682e+07	1.70995e+07	1.53536e+07	0.0226391	0.0197556	0.0854098	0.0961601	0.400252	0.591131	0.759067	1.17681	1.11372	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
39	Q01581	Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens GN=HMGCS1 PE=1 SV=2	HMGCS1	64473.3	0.0	73	371	11	6	1	10	6	131L	5.29629e+06	6.52041e+06	4.07931e+07	1.29355e+08	2.31484e+08	2.66639e+08	3.06926e+08	3.31972e+08	3.03361e+08	2.76452e+08	0.0201473	0.0249536	0.149269	0.469296	0.83947	0.964295	1.10894	1.2014	1.09871	1.0	0.0508823	0.0553772	0.0788943	0.162549	0.125652	0.136448	0.084512	0.0854584	0.0989361	0.0
40	F8VW21|F8VWS0|F8VZS0|P05388	60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens GN=RPLP0 PE=1 SV=1|60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1|60S acidic ribosomal protein P0 (Fragment) OS=Homo sapiens GN=RPLP0 PE=1 SV=1|60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=1 SV=1	RPLP0	30206.5|34503.6|30413.6|38777.0	0.0	83	129	5	2	0	5	2	131L	911733.0	3.00751e+06	1.82292e+07	3.1669e+07	9.56746e+06	1.80505e+07	4.26274e+07	6.80107e+07	7.1709e+07	6.83227e+07	0.0129955	0.0440191	0.264558	0.46073	0.14012	0.26283	0.623912	0.995433	1.04977	1.0	0.039844	0.0317682	0.142751	0.299106	0.0563135	0.190908	0.150712	0.151705	0.13402	0.0
41	O75391	Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2	SPAG7	32090.5	0.00103681	47	176	12	5	5	7	5	131L	1.50072e+07	2.27457e+07	1.97408e+07	3.28335e+07	6.00437e+07	6.6755e+07	7.14315e+07	9.49875e+07	9.58933e+07	7.75513e+07	0.192179	0.288149	0.255939	0.424373	0.774499	0.863441	0.922702	1.21948	1.23085	1.0	0.192636	0.213742	0.222996	0.299168	0.219706	0.357494	0.123602	0.323852	0.358781	0.0
42	O75396	Vesicle-trafficking protein SEC22b OS=Homo sapiens GN=SEC22B PE=1 SV=4	SEC22B	27784.7	0.000303674	56	56	2	1	0	2	1	131L	1.38045e+06	2.29169e+06	4.04233e+06	9.65468e+06	2.01942e+07	3.57712e+07	2.59356e+07	3.13847e+07	3.11326e+07	3.14792e+07	0.0438526	0.0728	0.128413	0.3067	0.64151	1.13634	0.823895	0.996997	0.98899	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
43	Q8IVD9	NudC domain-containing protein 3 OS=Homo sapiens GN=NUDCD3 PE=1 SV=3	NUDCD3	46353.6	0.0	73	286	7	6	0	7	6	131L	7.53457e+06	1.15011e+07	1.64389e+07	1.93201e+07	3.0344e+07	6.40398e+07	1.53663e+08	2.27207e+08	2.13656e+08	1.9177e+08	0.0391476	0.0599733	0.0866001	0.100746	0.160158	0.335892	0.801137	1.18237	1.11413	1.0	0.070079	0.0550203	0.0584845	0.111941	0.193833	0.244886	0.136832	0.193286	0.202088	0.0
44	Q9BSD7	Cancer-related nucleoside-triphosphatase OS=Homo sapiens GN=NTPCR PE=1 SV=1	NTPCR	23449.0	0.000583431	54	161	5	4	2	2	1	131L	1.75031e+06	1.16882e+06	6.75831e+06	1.89399e+07	2.22615e+07	5.00931e+07	4.45346e+07	4.07181e+07	3.46989e+07	4.00724e+07	0.0436787	0.0291676	0.168652	0.472641	0.555532	1.25006	1.11135	1.01611	0.865903	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46	P62633	Cellular nucleic acid-binding protein OS=Homo sapiens GN=CNBP PE=1 SV=1	CNBP	23224.8	0.0	83	514	34	9	6	27	9	131L	1.27821e+08	1.17574e+08	1.96376e+08	2.59206e+08	3.46463e+08	4.71419e+08	5.66258e+08	6.10861e+08	6.23911e+08	5.3005e+08	0.241098	0.221228	0.371634	0.489504	0.652176	0.892797	1.0664	1.14759	1.17416	1.0	0.0544838	0.0650732	0.137176	0.0894904	0.146287	0.161001	0.20379	0.175543	0.156672	0.0
47	Q14847	LIM and SH3 domain protein 1 OS=Homo sapiens GN=LASP1 PE=1 SV=2	LASP1	34909.8	0.0	75	731	52	18	14	37	17	131L	8.71229e+08	9.63584e+08	9.95201e+08	1.16486e+09	1.2666e+09	1.18266e+09	1.39158e+09	1.53268e+09	1.40527e+09	1.20993e+09	0.718133	0.792667	0.823411	0.960518	1.04482	0.976039	1.14728	1.26538	1.16092	1.0	0.283337	0.240959	0.406092	0.371382	0.161341	0.218809	0.151962	0.124013	0.13083	0.0
